,model,hidden_layer_sizes,activation,solver,alpha,score
388,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.012742749857031334,0.7894736842105263
389,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.023357214690901212,0.7894736842105263
397,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,2.9763514416313193,0.7894736842105263
380,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.0001,0.7894736842105263
381,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.00018329807108324357,0.7894736842105263
382,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.0003359818286283781,0.7894736842105263
383,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.0006158482110660267,0.7894736842105263
384,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.0011288378916846883,0.7894736842105263
385,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.00206913808111479,0.7894736842105263
386,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.00379269019073225,0.7894736842105263
387,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.0069519279617756054,0.7894736842105263
398,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,5.455594781168514,0.7894736842105263
390,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.04281332398719392,0.7894736842105263
391,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.07847599703514607,0.7894736842105263
392,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.14384498882876628,0.7894736842105263
394,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.4832930238571752,0.7894736842105263
393,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.26366508987303583,0.7894736842105263
399,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,10.0,0.7368421052631579
220,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.0001,0.7368421052631579
221,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.00018329807108324357,0.7368421052631579
222,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.0003359818286283781,0.7368421052631579
395,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,0.8858667904100823,0.7368421052631579
396,nn_regressor,"(75, 30, 50, 10, 3)",logistic,sgd,1.623776739188721,0.7368421052631579
223,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.0006158482110660267,0.7368421052631579
412,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.14384498882876628,0.7368421052631579
170,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.04281332398719392,0.7368421052631579
225,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.00206913808111479,0.7368421052631579
178,nn_regressor,"(80, 20, 40, 5)",logistic,adam,5.455594781168514,0.7368421052631579
478,nn_regressor,"(75, 30, 50, 10, 3)",tanh,adam,5.455594781168514,0.7368421052631579
649,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.023357214690901212,0.7368421052631579
650,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.04281332398719392,0.7368421052631579
651,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.07847599703514607,0.7368421052631579
652,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.14384498882876628,0.7368421052631579
653,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.26366508987303583,0.7368421052631579
479,nn_regressor,"(75, 30, 50, 10, 3)",tanh,adam,10.0,0.7368421052631579
639,nn_regressor,"(100, 50, 25, 10)",logistic,sgd,10.0,0.7368421052631579
658,nn_regressor,"(100, 50, 25, 10)",logistic,adam,5.455594781168514,0.7368421052631579
659,nn_regressor,"(100, 50, 25, 10)",logistic,adam,10.0,0.7368421052631579
176,nn_regressor,"(80, 20, 40, 5)",logistic,adam,1.623776739188721,0.7368421052631579
171,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.07847599703514607,0.7368421052631579
175,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.8858667904100823,0.7368421052631579
174,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.4832930238571752,0.7368421052631579
414,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.4832930238571752,0.7368421052631579
413,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.26366508987303583,0.7368421052631579
173,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.26366508987303583,0.7368421052631579
411,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.07847599703514607,0.7368421052631579
410,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.04281332398719392,0.7368421052631579
409,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.023357214690901212,0.7368421052631579
408,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.012742749857031334,0.7368421052631579
172,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.14384498882876628,0.7368421052631579
224,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.0011288378916846883,0.7368421052631579
229,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.023357214690901212,0.7368421052631579
226,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.00379269019073225,0.7368421052631579
165,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.00206913808111479,0.7368421052631579
899,nn_regressor,"(200, 100, 50, 25)",logistic,adam,10.0,0.7368421052631579
879,nn_regressor,"(200, 100, 50, 25)",logistic,sgd,10.0,0.7368421052631579
227,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.0069519279617756054,0.7368421052631579
160,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.0001,0.7368421052631579
161,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.00018329807108324357,0.7368421052631579
162,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.0003359818286283781,0.7368421052631579
163,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.0006158482110660267,0.7368421052631579
164,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.0011288378916846883,0.7368421052631579
878,nn_regressor,"(200, 100, 50, 25)",logistic,sgd,5.455594781168514,0.7368421052631579
166,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.00379269019073225,0.7368421052631579
168,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.012742749857031334,0.7368421052631579
169,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.023357214690901212,0.7368421052631579
232,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.14384498882876628,0.7368421052631579
231,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.07847599703514607,0.7368421052631579
228,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.012742749857031334,0.7368421052631579
167,nn_regressor,"(80, 20, 40, 5)",logistic,adam,0.0069519279617756054,0.7368421052631579
230,nn_regressor,"(80, 20, 40, 5)",tanh,adam,0.04281332398719392,0.7368421052631579
496,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,1.623776739188721,0.6842105263157895
495,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.8858667904100823,0.6842105263157895
481,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.00018329807108324357,0.6842105263157895
1,nn_regressor,"(80, 20, 40, 5)",identity,lbfgs,0.00018329807108324357,0.6842105263157895
499,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,10.0,0.6842105263157895
497,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,2.9763514416313193,0.6842105263157895
498,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,5.455594781168514,0.6842105263157895
493,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.26366508987303583,0.6842105263157895
500,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.0001,0.6842105263157895
501,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.00018329807108324357,0.6842105263157895
494,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.4832930238571752,0.6842105263157895
484,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.0011288378916846883,0.6842105263157895
482,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.0003359818286283781,0.6842105263157895
483,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.0006158482110660267,0.6842105263157895
492,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.14384498882876628,0.6842105263157895
485,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.00206913808111479,0.6842105263157895
491,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.07847599703514607,0.6842105263157895
490,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.04281332398719392,0.6842105263157895
459,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,10.0,0.6842105263157895
489,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.023357214690901212,0.6842105263157895
488,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.012742749857031334,0.6842105263157895
487,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.0069519279617756054,0.6842105263157895
486,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.00379269019073225,0.6842105263157895
477,nn_regressor,"(75, 30, 50, 10, 3)",tanh,adam,2.9763514416313193,0.6842105263157895
0,nn_regressor,"(80, 20, 40, 5)",identity,lbfgs,0.0001,0.6842105263157895
453,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.26366508987303583,0.6842105263157895
286,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.00379269019073225,0.6842105263157895
295,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.8858667904100823,0.6842105263157895
294,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.4832930238571752,0.6842105263157895
293,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.26366508987303583,0.6842105263157895
292,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.14384498882876628,0.6842105263157895
291,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.07847599703514607,0.6842105263157895
290,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.04281332398719392,0.6842105263157895
289,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.023357214690901212,0.6842105263157895
288,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.012742749857031334,0.6842105263157895
287,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.0069519279617756054,0.6842105263157895
285,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.00206913808111479,0.6842105263157895
452,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.14384498882876628,0.6842105263157895
284,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.0011288378916846883,0.6842105263157895
283,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.0006158482110660267,0.6842105263157895
282,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.0003359818286283781,0.6842105263157895
281,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.00018329807108324357,0.6842105263157895
280,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,0.0001,0.6842105263157895
279,nn_regressor,"(75, 30, 50, 10, 3)",identity,sgd,10.0,0.6842105263157895
278,nn_regressor,"(75, 30, 50, 10, 3)",identity,sgd,5.455594781168514,0.6842105263157895
277,nn_regressor,"(75, 30, 50, 10, 3)",identity,sgd,2.9763514416313193,0.6842105263157895
276,nn_regressor,"(75, 30, 50, 10, 3)",identity,sgd,1.623776739188721,0.6842105263157895
296,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,1.623776739188721,0.6842105263157895
297,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,2.9763514416313193,0.6842105263157895
298,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,5.455594781168514,0.6842105263157895
299,nn_regressor,"(75, 30, 50, 10, 3)",identity,adam,10.0,0.6842105263157895
451,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.07847599703514607,0.6842105263157895
450,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.04281332398719392,0.6842105263157895
449,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.023357214690901212,0.6842105263157895
448,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.012742749857031334,0.6842105263157895
447,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.0069519279617756054,0.6842105263157895
446,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.00379269019073225,0.6842105263157895
445,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.00206913808111479,0.6842105263157895
444,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.0011288378916846883,0.6842105263157895
443,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.0006158482110660267,0.6842105263157895
442,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.0003359818286283781,0.6842105263157895
441,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.00018329807108324357,0.6842105263157895
440,nn_regressor,"(75, 30, 50, 10, 3)",tanh,sgd,0.0001,0.6842105263157895
431,nn_regressor,"(75, 30, 50, 10, 3)",tanh,lbfgs,0.07847599703514607,0.6842105263157895
503,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.0006158482110660267,0.6842105263157895
407,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.0069519279617756054,0.6842105263157895
406,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.00379269019073225,0.6842105263157895
405,nn_regressor,"(75, 30, 50, 10, 3)",logistic,adam,0.00206913808111479,0.6842105263157895
363,nn_regressor,"(75, 30, 50, 10, 3)",logistic,lbfgs,0.0006158482110660267,0.6842105263157895
339,nn_regressor,"(75, 30, 50, 10, 3)",relu,sgd,10.0,0.6842105263157895
502,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.0003359818286283781,0.6842105263157895
509,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.023357214690901212,0.6842105263157895
504,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.0011288378916846883,0.6842105263157895
762,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.0003359818286283781,0.6842105263157895
760,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.0001,0.6842105263157895
759,nn_regressor,"(200, 100, 50, 25)",identity,sgd,10.0,0.6842105263157895
758,nn_regressor,"(200, 100, 50, 25)",identity,sgd,5.455594781168514,0.6842105263157895
757,nn_regressor,"(200, 100, 50, 25)",identity,sgd,2.9763514416313193,0.6842105263157895
756,nn_regressor,"(200, 100, 50, 25)",identity,sgd,1.623776739188721,0.6842105263157895
755,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.8858667904100823,0.6842105263157895
754,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.4832930238571752,0.6842105263157895
753,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.26366508987303583,0.6842105263157895
752,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.14384498882876628,0.6842105263157895
751,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.07847599703514607,0.6842105263157895
750,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.04281332398719392,0.6842105263157895
749,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.023357214690901212,0.6842105263157895
748,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.012742749857031334,0.6842105263157895
747,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.0069519279617756054,0.6842105263157895
746,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.00379269019073225,0.6842105263157895
745,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.00206913808111479,0.6842105263157895
744,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.0011288378916846883,0.6842105263157895
743,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.0006158482110660267,0.6842105263157895
742,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.0003359818286283781,0.6842105263157895
741,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.00018329807108324357,0.6842105263157895
740,nn_regressor,"(200, 100, 50, 25)",identity,sgd,0.0001,0.6842105263157895
739,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,10.0,0.6842105263157895
738,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,5.455594781168514,0.6842105263157895
737,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,2.9763514416313193,0.6842105263157895
736,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,1.623776739188721,0.6842105263157895
735,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.8858667904100823,0.6842105263157895
734,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.4832930238571752,0.6842105263157895
733,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.26366508987303583,0.6842105263157895
732,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.14384498882876628,0.6842105263157895
761,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.00018329807108324357,0.6842105263157895
763,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.0006158482110660267,0.6842105263157895
505,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.00206913808111479,0.6842105263157895
764,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.0011288378916846883,0.6842105263157895
898,nn_regressor,"(200, 100, 50, 25)",logistic,adam,5.455594781168514,0.6842105263157895
897,nn_regressor,"(200, 100, 50, 25)",logistic,adam,2.9763514416313193,0.6842105263157895
896,nn_regressor,"(200, 100, 50, 25)",logistic,adam,1.623776739188721,0.6842105263157895
888,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.012742749857031334,0.6842105263157895
887,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.0069519279617756054,0.6842105263157895
886,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.00379269019073225,0.6842105263157895
885,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.00206913808111479,0.6842105263157895
884,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.0011288378916846883,0.6842105263157895
883,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.0006158482110660267,0.6842105263157895
882,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.0003359818286283781,0.6842105263157895
881,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.00018329807108324357,0.6842105263157895
880,nn_regressor,"(200, 100, 50, 25)",logistic,adam,0.0001,0.6842105263157895
877,nn_regressor,"(200, 100, 50, 25)",logistic,sgd,2.9763514416313193,0.6842105263157895
876,nn_regressor,"(200, 100, 50, 25)",logistic,sgd,1.623776739188721,0.6842105263157895
779,nn_regressor,"(200, 100, 50, 25)",identity,adam,10.0,0.6842105263157895
778,nn_regressor,"(200, 100, 50, 25)",identity,adam,5.455594781168514,0.6842105263157895
777,nn_regressor,"(200, 100, 50, 25)",identity,adam,2.9763514416313193,0.6842105263157895
776,nn_regressor,"(200, 100, 50, 25)",identity,adam,1.623776739188721,0.6842105263157895
775,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.8858667904100823,0.6842105263157895
774,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.4832930238571752,0.6842105263157895
773,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.26366508987303583,0.6842105263157895
772,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.14384498882876628,0.6842105263157895
771,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.07847599703514607,0.6842105263157895
770,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.04281332398719392,0.6842105263157895
769,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.023357214690901212,0.6842105263157895
768,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.012742749857031334,0.6842105263157895
767,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.0069519279617756054,0.6842105263157895
766,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.00379269019073225,0.6842105263157895
765,nn_regressor,"(200, 100, 50, 25)",identity,adam,0.00206913808111479,0.6842105263157895
731,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.07847599703514607,0.6842105263157895
730,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.04281332398719392,0.6842105263157895
729,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.023357214690901212,0.6842105263157895
728,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.012742749857031334,0.6842105263157895
534,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.4832930238571752,0.6842105263157895
533,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.26366508987303583,0.6842105263157895
532,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.14384498882876628,0.6842105263157895
531,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.07847599703514607,0.6842105263157895
530,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.04281332398719392,0.6842105263157895
529,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.023357214690901212,0.6842105263157895
528,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.012742749857031334,0.6842105263157895
527,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.0069519279617756054,0.6842105263157895
526,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.00379269019073225,0.6842105263157895
525,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.00206913808111479,0.6842105263157895
524,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.0011288378916846883,0.6842105263157895
523,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.0006158482110660267,0.6842105263157895
522,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.0003359818286283781,0.6842105263157895
521,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.00018329807108324357,0.6842105263157895
520,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.0001,0.6842105263157895
519,nn_regressor,"(100, 50, 25, 10)",identity,sgd,10.0,0.6842105263157895
518,nn_regressor,"(100, 50, 25, 10)",identity,sgd,5.455594781168514,0.6842105263157895
517,nn_regressor,"(100, 50, 25, 10)",identity,sgd,2.9763514416313193,0.6842105263157895
516,nn_regressor,"(100, 50, 25, 10)",identity,sgd,1.623776739188721,0.6842105263157895
515,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.8858667904100823,0.6842105263157895
514,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.4832930238571752,0.6842105263157895
513,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.26366508987303583,0.6842105263157895
512,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.14384498882876628,0.6842105263157895
511,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.07847599703514607,0.6842105263157895
510,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.04281332398719392,0.6842105263157895
274,nn_regressor,"(75, 30, 50, 10, 3)",identity,sgd,0.4832930238571752,0.6842105263157895
508,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.012742749857031334,0.6842105263157895
507,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.0069519279617756054,0.6842105263157895
506,nn_regressor,"(100, 50, 25, 10)",identity,sgd,0.00379269019073225,0.6842105263157895
535,nn_regressor,"(100, 50, 25, 10)",identity,adam,0.8858667904100823,0.6842105263157895
536,nn_regressor,"(100, 50, 25, 10)",identity,adam,1.623776739188721,0.6842105263157895
537,nn_regressor,"(100, 50, 25, 10)",identity,adam,2.9763514416313193,0.6842105263157895
655,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.8858667904100823,0.6842105263157895
727,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.0069519279617756054,0.6842105263157895
726,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.00379269019073225,0.6842105263157895
725,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.00206913808111479,0.6842105263157895
724,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.0011288378916846883,0.6842105263157895
723,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.0006158482110660267,0.6842105263157895
722,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.0003359818286283781,0.6842105263157895
721,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.00018329807108324357,0.6842105263157895
720,nn_regressor,"(200, 100, 50, 25)",identity,lbfgs,0.0001,0.6842105263157895
719,nn_regressor,"(100, 50, 25, 10)",tanh,adam,10.0,0.6842105263157895
718,nn_regressor,"(100, 50, 25, 10)",tanh,adam,5.455594781168514,0.6842105263157895
717,nn_regressor,"(100, 50, 25, 10)",tanh,adam,2.9763514416313193,0.6842105263157895
657,nn_regressor,"(100, 50, 25, 10)",logistic,adam,2.9763514416313193,0.6842105263157895
656,nn_regressor,"(100, 50, 25, 10)",logistic,adam,1.623776739188721,0.6842105263157895
654,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.4832930238571752,0.6842105263157895
538,nn_regressor,"(100, 50, 25, 10)",identity,adam,5.455594781168514,0.6842105263157895
648,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.012742749857031334,0.6842105263157895
647,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.0069519279617756054,0.6842105263157895
646,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.00379269019073225,0.6842105263157895
645,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.00206913808111479,0.6842105263157895
644,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.0011288378916846883,0.6842105263157895
643,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.0006158482110660267,0.6842105263157895
642,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.0003359818286283781,0.6842105263157895
641,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.00018329807108324357,0.6842105263157895
640,nn_regressor,"(100, 50, 25, 10)",logistic,adam,0.0001,0.6842105263157895
638,nn_regressor,"(100, 50, 25, 10)",logistic,sgd,5.455594781168514,0.6842105263157895
637,nn_regressor,"(100, 50, 25, 10)",logistic,sgd,2.9763514416313193,0.6842105263157895
636,nn_regressor,"(100, 50, 25, 10)",logistic,sgd,1.623776739188721,0.6842105263157895
539,nn_regressor,"(100, 50, 25, 10)",identity,adam,10.0,0.6842105263157895
275,nn_regressor,"(75, 30, 50, 10, 3)",identity,sgd,0.8858667904100823,0.6842105263157895
480,nn_regressor,"(100, 50, 25, 10)",identity,lbfgs,0.0001,0.6842105263157895
273,nn_regressor,"(75, 30, 50, 10, 3)",identity,sgd,0.26366508987303583,0.6842105263157895
240,nn_regressor,"(75, 30, 50, 10, 3)",identity,lbfgs,0.0001,0.6842105263157895
40,nn_regressor,"(80, 20, 40, 5)",identity,adam,0.0001,0.6842105263157895
41,nn_regressor,"(80, 20, 40, 5)",identity,adam,0.00018329807108324357,0.6842105263157895
245,nn_regressor,"(75, 30, 50, 10, 3)",identity,lbfgs,0.00206913808111479,0.6842105263157895
244,nn_regressor,"(75, 30, 50, 10, 3)",identity,lbfgs,0.0011288378916846883,0.6842105263157895
243,nn_regressor,"(75, 30, 50, 10, 3)",identity,lbfgs,0.0006158482110660267,0.6842105263157895
242,nn_regressor,"(75, 30, 50, 10, 3)",identity,lbfgs,0.0003359818286283781,0.6842105263157895
241,nn_regressor,"(75, 30, 50, 10, 3)",identity,lbfgs,0.00018329807108324357,0.6842105263157895
42,nn_regressor,"(80, 20, 40, 5)",identity,adam,0.0003359818286283781,0.6842105263157895
19,nn_regressor,"(80, 20, 40, 5)",identity,lbfgs,10.0,0.6842105263157895
43,nn_regressor,"(80, 20, 40, 5)",identity,adam,0.0006158482110660267,0.6842105263157895
